Sex,Age,Height,Weight,BMI
Male,19,171.7091054,60.00813867,20.35279327
Female,32,176.2616744,54.79119138,17.63581269
Female,24,167.9055316,51.45089181,18.25002296
Female,30,174.3426282,58.91239558,19.38206395
Male,35,170.0053496,54.12690536,18.72787658
Female,24,168.9657784,60.8480103,21.31323587
Female,20,163.5627412,53.55574184,20.01878868
Male,28,172.3913494,57.77900432,19.44194149
Female,33,178.8973054,54.96410079,17.17402321
Male,34,178.8254742,53.8307549,16.83341444
Male,26,174.9734372,57.76503368,18.8678016
Female,21,175.5299004,56.25216705,18.25734244
Female,35,175.7932222,59.66912373,19.30838382
Male,18,170.0701958,57.69214138,19.94622677
Male,18,174.1240612,63.17575562,20.83691335
Female,35,171.067349,54.98433101,18.78906684
Male,32,178.0144268,66.28163866,20.91622731
Female,22,169.0495222,54.65629301,19.12549984
Male,20,173.7302088,61.044189,20.22526225
Male,35,175.7057954,57.92515179,18.7627082
Female,22,172.4363328,59.40581336,19.97891534
Male,35,175.8476544,68.82003228,22.25574973
Female,23,168.6387534,61.77714891,21.72269034
Male,26,168.3805624,58.5248009,20.64222701
Male,29,175.9679488,60.70952855,19.60605576
Male,34,170.3031646,56.1240272,19.351022
Female,26,167.8662632,54.63384019,19.38810659
Female,18,166.1360406,48.26440541,17.48637408
Male,28,163.6058704,45.60785098,17.03893162
Female,28,175.2577394,66.69073362,21.71258843
Female,33,162.4593652,44.8877232,17.00742601
Male,30,170.8154826,50.64939409,17.35882425
Female,31,178.1320288,63.03809034,19.8664165
Male,21,185.7093822,70.20707239,20.35699592
Female,20,173.8941912,61.42370974,20.31264175
Male,18,176.1823248,59.44337081,19.15046274
Male,30,164.9809502,51.30288462,18.84840914
Female,19,167.6837388,48.1784043,17.13448402
Male,18,168.387014,52.02935816,18.34981937
Female,21,179.5194022,56.75279695,17.61022884
Male,31,171.0243722,61.60677962,21.06265015
Male,29,161.757995,57.88450991,22.12235548
Female,19,170.3193444,57.1491006,19.70071385
Female,19,181.7962836,57.0585182,17.26438068
Female,29,179.6901156,67.84811991,21.01309181
Male,24,172.4764902,56.19782668,18.89122955
Male,20,178.4064504,61.22281367,19.2350224
Female,26,168.7271708,65.00645443,22.83426028
Female,27,173.4227672,54.6795623,18.18081395
Male,20,175.8564174,60.31145588,19.50221258
Male,22,168.2528258,56.61268226,19.99813586
Female,34,180.9536386,68.40082221,20.88945926
Female,26,163.1459018,48.35598571,18.16763598
Male,22,173.0748888,58.76833464,19.6189508
Female,30,179.125626,62.98665296,19.63060142
Male,22,174.7577912,56.04451246,18.35103308
Female,28,181.5576506,55.56969197,16.85812996
Female,26,168.2890716,53.18674445,18.77984898
Male,30,171.8536822,56.78527416,19.22731138
Female,26,168.2634176,53.60835856,18.93449013
Female,18,176.27981,53.51006509,17.21990885
Female,30,161.7630242,56.56963635,21.61849159
Female,35,171.9669408,53.28821306,18.01945878
Female,35,164.054917,44.36873641,16.48538424
Female,21,172.4739248,55.23670981,18.56869684
Male,31,176.068355,60.1158215,19.39218249
Female,22,174.7030796,60.73084739,19.89796837
Female,18,165.5253738,47.07739954,17.18240008
Female,24,171.1873386,56.17550994,19.16921197
Male,25,163.6040162,45.56199279,17.022185
Female,34,181.545103,63.47263183,19.25829989
Male,34,167.8434794,51.80292485,18.38848077
Female,25,175.5739186,58.04326724,18.82922144
Male,35,178.2635754,64.43438373,20.27649897
Male,26,176.6022376,67.72855296,21.71600383
Female,20,166.2591544,56.56845701,20.46462141
Male,20,183.22671,60.46331861,18.01005047
Male,19,162.5986334,51.23507256,19.37912169
Male,19,170.0377346,55.26805304,19.11542955
Female,25,179.7462496,58.63139511,18.14726033
Male,21,170.496992,57.66170534,19.83602086
Female,31,180.1216362,62.44411113,19.24687553
Female,34,175.4121968,43.99107994,14.29702133
Female,30,174.9301556,60.00392026,19.60878916
Female,33,179.2332458,63.13497767,19.65320609
Female,24,174.6013272,63.9335724,20.97173722
Female,34,167.7606754,60.5828402,21.52632111
Female,31,181.638702,59.56969628,18.05548351
Female,33,171.7321686,59.59264806,20.20644403
Male,28,171.8341242,54.63674318,18.5040372
Male,31,175.9235496,59.11592248,19.10104066
Male,23,172.8548232,50.59500837,16.93343964
Male,33,179.4998188,54.60780399,16.94834124
Female,22,161.1417402,52.40515944,20.18173338
Male,27,168.0377386,52.02287179,18.42388366
Male,20,173.1758284,66.432821,22.15178173
Female,26,170.8466992,55.43733371,18.99282934
Male,18,176.636807,61.33970443,19.65983119
Male,28,173.3104992,53.37893154,17.77135926
Female,21,173.6827108,60.74613345,20.13751972
Male,33,161.648775,50.8746027,19.46958577
Male,23,181.5245544,64.0249259,19.4302703
Female,19,175.9360464,63.86639537,20.63304213
Male,25,175.870235,70.6520465,22.84233912
Male,29,172.6118976,55.115646,18.49839142
Female,19,169.883201,56.24082724,19.48728539
Female,34,176.767617,59.36852807,18.99990299
Male,26,178.3391912,62.12074513,19.53185931
Female,32,169.5929552,49.5457585,17.22627524
Female,33,170.2698144,61.11812456,21.08119427
Male,24,184.7172582,61.54227878,18.03678558
Female,29,181.0281368,67.69802619,20.65781387
Female,28,177.9076198,54.83863714,17.32599046
Female,29,170.9658252,56.88152646,19.46046195
Female,22,180.1459948,64.42821488,19.85305717
Female,35,180.0000718,62.05887513,19.1539813
Female,19,180.7694124,56.74476836,17.36506652
Female,22,181.0461962,57.55824092,17.56019037
Female,26,175.3195884,60.91505125,19.81820177
Female,34,178.6356092,64.45329853,20.19805702
Female,33,164.2265702,49.91266937,18.5065075
Female,26,173.4856576,52.69305452,17.50760492
Female,25,172.7835254,58.6367475,19.6410964
Male,35,176.647983,61.45822811,19.69532654
Female,24,176.949481,54.66482055,17.45861777
Female,31,169.2142412,54.83550736,19.15087233
Male,22,179.5869154,65.63735606,20.35177128
Female,26,169.7882812,55.98881132,19.42165968
Male,27,169.9519588,47.53398562,16.45706551
Female,26,178.9879326,53.19572558,16.60465092
Female,34,172.159168,56.95518986,19.21646548
Female,32,166.801292,48.63004622,17.47858932
Male,33,169.9970438,60.26210503,20.85268948
Female,27,169.7682152,64.44214016,22.35927441
Female,25,168.175686,57.12388086,20.19722974
Female,26,181.6525196,62.49840614,18.94028921
Male,23,175.9178346,57.79501613,18.67545384
Male,24,168.6098228,58.30190561,20.50772677
Male,24,172.6911964,47.16467071,15.8152815
Female,34,175.5306878,55.20840564,17.9184159
Male,25,170.0083976,58.36241483,20.19263624
Female,34,174.7199452,50.52755918,16.55174803
Male,21,182.1151806,58.05873474,17.50555103
Male,25,181.829075,70.67994243,21.3781463
Male,30,178.3704586,56.14802224,17.64774102
Female,28,172.2204582,58.55133605,19.74094076
Female,30,170.1750216,64.03073188,22.11043839
Male,21,169.4164252,57.34695759,19.98020186
Female,27,172.2587868,48.73151483,16.42281724
Female,27,166.4255752,46.66726132,16.84894444
Male,23,168.3135318,51.09572898,18.03628337
Male,33,169.1908224,59.94640475,20.94160941
Male,28,175.838104,61.55779164,19.90937209
Female,18,177.2128282,59.55168866,18.96287945
Female,19,170.825541,57.25519585,19.6204883
Female,31,182.735855,66.29701544,19.85395143
Female,34,178.8893806,59.60956705,18.62719081
Male,19,175.6368852,61.34492074,19.88601089
Female,29,168.5467292,53.32173354,18.76999335
Female,35,172.0166232,54.53064793,18.42893926
Female,21,176.0935264,65.59158859,21.15250881
Male,31,170.654599,53.9839784,18.53657148
Male,27,165.0496064,58.06721692,21.31584443
Male,28,176.5335814,59.44513982,19.07489717
Male,26,168.1924246,53.39925248,18.87655907
Male,21,169.8510192,66.41626487,23.02176678
Male,20,170.8573418,50.2860666,17.22585916
Male,31,174.8713292,53.91562203,17.63103933
Male,31,176.9002558,62.31619808,19.91335994
Female,24,173.7997794,57.85702221,19.15394131
Male,19,167.9657296,59.24977758,21.00128552
Female,34,168.9264846,53.84576881,18.86933565
Female,35,173.2848198,53.39362793,17.78152109
Male,29,180.0744938,59.97856444,18.49661164
Male,28,168.8894514,58.8778772,20.6418021
Female,25,167.4523956,50.0247974,17.84033992
Male,22,179.3281148,60.54310551,18.8264504
Female,29,177.5655834,56.7653161,18.00387512
Male,26,173.1578198,61.25529089,20.42960195
Male,22,172.5630788,52.04468958,17.47757513
Male,30,170.8582308,57.71863118,19.77173266
Male,19,180.1729188,60.83299639,18.73961641
Female,27,166.1992866,60.2263166,21.8036152
Female,30,174.0002616,61.7132831,20.38352851
Male,26,165.9232648,56.31789258,20.45654768
Male,22,170.5832758,56.63962565,19.46471237
Male,23,162.7861362,47.41723094,17.89377099
Male,32,164.7914408,54.14259965,19.9374825
Male,22,172.8821028,50.94164366,17.04407346
Female,28,172.3520048,62.72003137,21.1141744
Female,31,174.4840554,62.10663841,20.3998534
Male,19,182.4713902,62.88055771,18.88545009
Male,30,184.6147184,60.86982809,17.85952678
Female,30,185.3618086,58.74651685,17.09787437
Male,18,174.4812868,50.75902737,16.6730901
Male,30,174.4481652,56.79144302,18.66167442
Male,25,179.3633446,61.30069548,19.05454273
Female,26,174.2011248,60.47166471,19.92739507
Female,31,172.3931528,55.38108826,18.63468164
Female,26,171.1020454,60.54732392,20.68164441
Male,18,177.83048,57.037154,18.0362382
Male,21,180.3612852,63.66495499,19.57105828
Male,25,176.6380516,69.65437008,22.32442873
Female,23,170.9396632,57.58169164,19.70603492
Female,21,175.0471226,60.44367806,19.72610987
Male,21,170.1342292,50.18010743,17.33599238
Female,23,171.5141858,59.69869795,20.29388914
Male,26,174.4703902,69.44712373,22.81451891
Male,23,172.89907,65.81983627,22.01770251
Female,21,165.9805418,48.36646369,17.55619904
Female,25,173.4174332,58.70660072,19.52099468
Female,32,173.8362792,62.89820245,20.81411334
Female,26,174.3333318,56.90243707,18.72278814
Female,29,167.428926,52.40343579,18.69387334
Male,19,174.6378778,55.06679411,18.05566214
Male,29,171.4585344,54.92618047,18.68364908
Male,35,171.0864244,54.24583728,18.53257787
Female,27,174.6227394,55.98123632,18.35867814
Female,19,167.2002752,56.7807836,20.31084174
Male,23,161.7061282,45.79382385,17.51275485
Male,18,169.5048172,56.02419152,19.49898586
Female,31,174.667926,55.3061548,18.12790658
Female,18,161.2966548,52.33158676,20.11470644
Female,29,172.1268846,56.7648625,19.15943466
Male,32,174.1835988,56.11840266,18.49657419
Male,34,175.9316014,61.48176956,19.863655
Female,35,176.995963,55.44019135,17.69695372
Female,33,174.743237,56.49052984,18.5001569
Male,26,181.4969192,67.78765605,20.57844804
Male,19,170.3888134,48.76979803,16.79845408
Female,32,168.4269682,48.91748771,17.24413439
Male,33,170.3143406,59.14268442,20.3891497
Male,18,169.3971212,51.15288162,17.82619158
Female,33,172.0352922,55.59994658,18.78623678
Female,24,172.7200762,62.28367551,20.87801033
Female,34,169.2608502,46.51993452,16.23777709
Male,19,166.7579596,49.10908512,17.65993964
Female,32,175.8192826,51.46078012,16.64730264
Female,18,163.1644184,57.70148539,21.67387654
Male,31,171.689522,60.32837488,20.46607494
Female,20,178.8917936,61.8335758,19.32164248
Female,35,170.4663596,58.14600591,20.00981306
Male,28,172.6888088,51.44563014,17.25125203
Male,22,177.5445776,65.02378166,20.62803759
Male,31,171.3887352,53.80363007,18.31671326
Female,21,179.6766028,60.44072971,18.72178098
Male,34,170.4217318,57.81651641,19.90684747
Male,31,164.1834664,56.27344053,20.87589692
Male,25,167.5210772,51.78464508,18.4528141
Female,35,178.6664194,59.67084738,18.69290737
Female,29,165.3032254,53.15762382,19.45375404
Male,22,170.2189128,57.86414361,19.97075215
Female,30,171.3183264,63.57695807,21.66170389
Female,35,164.1585744,51.83748859,19.23611326
Female,32,170.6527448,58.48071172,20.0810589
Female,35,175.582326,56.86088801,18.44389149
Male,34,171.4126366,50.68005694,17.24852412
Male,34,174.2638882,60.50713563,19.92472385
Female,22,168.5541714,50.49558092,17.77357861
Male,29,170.7773826,56.06515091,19.22351522
Male,22,172.9884272,56.44889006,18.86348031
Female,33,164.4383046,62.77595931,23.21602665
Male,24,173.4777582,57.94538201,19.25447778
Male,33,175.8326176,59.83092013,19.35206506
Female,27,174.2354148,64.72686009,21.32122676
Male,35,168.3610806,54.53350556,19.23891268
Female,24,168.7336732,50.93679022,17.89075091
Female,34,162.563556,52.78912538,19.97554337
Male,18,171.3035436,69.16934376,23.57118834
Male,31,165.4994912,46.35641447,16.92454601
Female,32,165.9615426,51.24196717,18.60421649
Female,35,166.8946116,59.32616254,21.29914369
Female,25,163.4722156,50.90413157,19.04871357
Male,30,166.5643608,57.50639531,20.72776599
Female,19,180.4884122,61.83892819,18.98295514
Female,23,170.7784494,55.35677571,18.9803917
Male,30,165.524053,50.13320598,18.29800623
Female,35,177.404141,69.10815415,21.95848149
Male,32,169.210863,56.64434301,19.78338394
Female,29,171.4711074,68.26633207,23.21801996
Male,28,168.6621468,56.39305284,19.82398108
Female,24,175.3335584,56.1991421,18.28100673
Female,31,175.5281478,67.88504233,22.0333772
Male,30,173.844585,57.47922513,19.01906165
Female,20,174.3709746,63.19226639,20.78337426
Female,22,183.9113162,59.83804153,17.69135032
Female,26,172.5005694,60.0394819,20.17699036
Male,25,169.9510952,52.79261804,18.27787828
Male,22,167.8583892,60.79017727,21.57485193
Female,24,171.8789806,55.01798757,18.62343034
Male,23,174.6722948,59.86258088,19.620402
Male,23,170.1295556,53.18465793,18.37500016
Female,20,174.6207582,57.13000436,18.7358342
Male,25,179.8197318,60.61899151,18.74711883
Female,25,163.3542326,50.08018103,18.76746536
Male,19,175.060991,54.59433229,17.81432249
Male,26,171.9613528,62.24158214,21.04841675
Female,23,181.4035996,63.20528449,19.20711364
Female,32,184.185941,51.88683944,15.29483441
Female,20,174.780956,57.95000865,18.96993316
Male,33,170.5350666,49.76561472,17.11206807
Female,19,169.5214288,59.24955079,20.61751742
Female,32,177.0417084,71.00739077,22.65441685
Female,35,184.7886576,71.55333454,20.9546192
Male,24,171.8667124,63.25608683,21.41506019
Female,32,173.4287616,65.538609,21.7899127
Female,22,175.8912408,61.76245252,19.96349725
Female,35,178.671347,62.89965395,19.70329907
Male,31,183.1219858,61.34927523,18.29485511
Female,22,170.4781198,57.95037152,19.93973799
Male,24,182.2522136,62.62445946,18.85379944
Male,28,168.4582864,56.09735597,19.76779149
Male,22,174.2320874,58.41117601,19.24155591
Female,33,172.3281034,58.5567338,19.71810361
Male,27,176.118901,53.76639014,17.33402673
Male,23,168.5883344,55.48006211,19.52011694
Male,20,168.3169608,50.07605334,17.67562782
Male,23,164.7741434,60.1045724,22.13756774
Female,28,172.539279,49.71540204,16.69996322
Female,22,178.6510778,69.83626063,21.88115347
Male,25,168.5160714,54.75862345,19.28281287
Male,32,174.3585032,62.17785241,20.45266806
Male,22,171.0686698,54.54443713,18.63845992
Female,25,175.862742,60.24214697,19.47839987
Male,34,177.5196094,59.55667818,18.89897784
Male,30,166.9165064,56.86447139,20.40999744
Female,28,175.7739944,62.38618739,20.19201768
Male,23,184.9949564,65.31158602,19.08406866
Female,29,162.3126548,55.37841206,21.02017138
Female,34,166.0843262,56.71995686,20.56265128
Female,25,165.3953258,56.09998681,20.50769321
Female,35,172.913294,56.99138653,19.06131995
Male,30,178.7680194,65.28024278,20.42690741
Female,20,173.4649312,56.87553904,18.90177834
Male,26,168.0775912,54.93443585,19.44578836
Male,23,175.2929946,57.32509444,18.65589869
Female,18,163.5662464,53.68007151,20.06440232
Female,25,176.9566946,62.38001853,19.92104062
Female,24,178.0967736,67.19022953,21.18334491
Male,26,179.517421,62.78507652,19.48245777
Male,21,182.0461434,70.12420106,21.15950369
Male,19,180.3029414,59.87918236,18.41919962
Female,27,174.4789754,54.64155126,17.9488791
Female,23,167.9714954,59.26111739,21.00386292
Male,20,183.3415688,66.12342564,19.67134137
Male,18,163.8147092,54.54761228,20.32686819
Female,35,180.5925014,54.8411319,16.81541149
Female,34,173.229143,58.99676376,19.66014842
Male,27,168.4787842,51.34851601,18.08997529
Female,20,170.2909218,62.60323133,21.58809269
Male,24,173.4958938,58.01464556,19.27346318
Female,31,175.7271568,56.80854345,18.39655088
Male,27,172.8145642,61.61802871,20.63229961
Female,21,169.1018208,60.53217393,21.16850658
Male,27,172.6233784,57.41123163,19.26629281
Female,33,177.909855,59.81182389,18.89676886
Male,27,169.7479206,61.98943014,21.51340904
Male,34,167.812339,54.12890116,19.2212641
Male,27,169.5056554,51.9458518,18.07935795
Female,21,174.2373452,59.71502728,19.66987776
Female,20,172.5446384,53.7001203,18.03735437
Male,34,173.4578192,63.87333533,21.22913737
Male,25,166.6675102,62.01347053,22.32464996
Male,26,174.8411794,60.58020936,19.81727024
Male,21,173.7804246,55.1730708,18.26947069
Male,24,173.4810602,57.1167141,18.97840001
Female,26,170.3765706,54.86258682,18.89979323
Female,32,165.828853,57.64846044,20.96370484
Male,21,176.6992402,60.2344359,19.29194432
Male,24,177.708179,63.10014178,19.98094472
Male,31,181.5889688,71.03469703,21.54230271
Male,26,183.0557172,59.00492842,17.60849384
Female,25,173.5350352,61.88778009,20.5509113
Female,29,176.3063022,56.44222225,18.15803912
Male,25,176.0360716,64.29422369,20.74766068
Male,25,178.532155,67.96473851,21.3231456
Male,18,189.8407938,70.5545695,19.57701982
Male,24,172.4636632,58.10486508,19.53519725
Male,20,160.8317078,56.34846471,21.78408169
Female,35,174.9605086,53.15984642,17.36617484
Female,33,167.8909774,53.52340071,18.98844937
Female,20,173.7348824,61.42951572,20.35183433
Male,33,167.1692618,53.97935176,19.31591706
Male,30,168.9523926,55.83531566,19.56053817
Female,20,169.3899838,58.49037324,20.38494088
Female,18,174.9009964,55.40698838,18.1125874
Male,18,165.8264908,53.3834221,19.41328839
Female,25,171.3327028,55.28175153,18.83223128
Female,30,166.9433288,47.53049296,17.05433137
Female,25,175.719486,62.68392542,20.30097298
Male,33,170.6657242,54.33192911,18.65361573
Male,21,172.6130914,52.34292657,17.56754426
Male,21,177.5498862,60.60937535,19.22646882
Female,22,176.1913418,54.49894182,17.55575294
Female,27,173.382686,56.05335751,18.6462153
Male,32,172.0458332,55.95393006,18.90352493
Female,34,172.708443,56.48644751,18.93728176
Male,25,170.2322732,54.4939523,18.80464013
Male,31,172.969936,53.70497373,17.95038532
Female,25,175.4500682,61.79257105,20.07380492
Female,31,174.1370152,68.10589645,22.45965278
Male,22,172.4184512,41.6380922,14.00631405
Female,30,164.0133372,53.23582315,19.79001664
Female,31,166.7796258,50.78778512,18.25886593
Female,33,171.2036454,55.42485992,18.90945906
Female,25,171.5788288,61.80708601,20.99478285
Female,27,168.582848,50.15302796,17.64700067
Female,21,175.3406958,63.90200237,20.78497623
Female,32,176.7000022,63.14459383,20.22383814
Male,28,172.71238,64.70490622,21.69156022
Female,26,172.1406514,53.06236942,17.90689435
Male,21,178.4559042,66.4350436,20.86103725
Male,32,171.5815974,58.76144004,19.9595862
Male,21,173.8920068,55.99357404,18.51737692
Male,28,168.3466534,53.8852767,19.01348205
Female,23,170.5898036,58.27101597,20.02382164
Female,29,179.6923762,57.70370799,17.87083868
Male,32,163.607623,59.09895812,22.07868845
Female,28,177.6426724,61.67164332,19.54300943
Male,19,169.9129444,64.37609711,22.29832435
Female,24,176.1638082,58.78294032,18.94167767
Female,29,178.5881874,52.19696054,16.36591428
Male,28,165.5234688,49.28276564,17.98773289
Female,31,167.9863544,52.84836454,18.72768337
Male,32,177.662586,53.71381879,17.01745409
Female,26,167.0797268,59.21979513,21.21387005
Male,20,166.0459468,55.97524891,20.30205463
Female,21,171.5143128,51.0749091,17.3623051
Female,34,166.7770858,59.01531569,21.2174159
Female,27,172.9343252,56.98988968,19.05618347
Female,26,178.318287,64.0769983,20.15166378
Male,21,172.9521052,57.51773512,19.22872939
Female,33,177.449988,59.31427842,18.83683004
Male,33,180.940456,75.03996301,22.92037753
Female,18,172.052361,53.59134885,18.10397458
Male,35,175.1868226,63.10699102,20.56246226
Female,32,165.6093208,52.77542689,19.24255424
Female,28,173.8570564,64.88729571,21.46720713
Male,31,177.4284996,56.16657417,17.84151345
Female,26,174.0849452,60.72445174,20.0374148
Female,25,172.2886318,59.80837659,20.14880466
Female,34,168.2305754,58.01872789,20.50023588
Female,21,167.3683216,52.38402203,18.70048348
Female,21,166.820088,54.95267027,19.74661347
Female,22,169.5928282,61.90714848,21.52416692
Female,32,177.1608344,55.42408882,17.65889988
Male,34,167.6976326,50.29545597,17.88444234
Male,23,172.425106,64.75525497,21.7808353
Male,34,172.595032,59.89474057,20.10632152
Female,25,172.9330044,58.8589624,19.6814615
Female,21,171.0504834,52.64406654,17.99290695
Male,33,173.060614,51.12385171,17.06976737
Male,19,177.8279654,63.7690998,20.16557842
Male,34,172.2520304,60.14054228,20.26931895
Male,22,181.4812474,69.23643008,21.02188578
Male,28,169.8318422,60.16771246,20.86055101
Male,18,170.0880012,44.01341029,15.21381678
Female,29,180.0078188,64.52460325,19.91329467
Female,26,167.8285696,56.34864614,20.00562926
Male,26,160.325308,59.43298354,23.12191941
Male,31,167.9720542,56.11336778,19.88807662
Female,30,173.9838278,58.31701023,19.26539883
Female,22,171.8234562,57.22285472,19.38229215
Male,30,162.9039668,50.58874879,19.06299505
Male,20,165.567741,50.58475718,18.45307468
Female,30,165.8363206,46.66689844,16.96876157
Female,32,170.0250346,59.4102132,20.55113838
Male,22,177.2035826,59.76183801,19.03178253
Male,25,178.1802634,59.72686604,18.81269656
Female,24,177.2012458,58.20057307,18.53507022
Female,34,169.6713904,50.7533121,17.62981147
Female,30,163.1919012,50.72178744,19.04574047
Female,18,168.3062928,59.33523439,20.94654845
Female,29,171.1157868,63.70142382,21.75552154
Female,33,176.6372896,61.82291638,19.81459594
Male,31,179.600352,61.25529089,18.99020951
Male,35,173.4968082,48.53955454,16.12550498
Female,34,174.6906336,52.18961234,17.10193878
Female,32,164.0134388,50.10127307,18.62474817
Male,26,178.7430258,59.60652798,18.65675596
Female,20,166.8020794,57.30091797,20.5948757
Female,29,178.3271262,66.30413684,20.85001254
Female,25,164.516435,54.93697597,20.29769332
Female,25,181.29631,62.48842711,19.01175373
Male,32,171.9471542,64.20459384,21.71584007
Female,28,171.4947548,56.29920458,19.14260739
Female,24,170.682031,62.51042634,21.45741364
Female,33,170.457622,60.33295616,20.76453791
Female,24,175.746918,56.226403,18.20393944
Female,22,175.654335,54.04258254,17.51535187
Male,21,177.4580144,55.00451587,17.46656995
Male,27,168.4753044,58.02208447,20.44190398
Female,18,172.369861,54.93266684,18.48879202
Female,26,173.4086702,52.80259707,17.55958245
Female,25,167.0543776,57.43595241,20.58110187
Male,20,172.5404982,59.22705261,19.89475255
Male,32,180.902864,55.9567877,17.09867299
Male,34,169.95648,54.18079213,18.75730374
Male,23,171.2316108,59.44808817,20.27545106
Male,31,170.7505602,54.37170916,18.64872854
Male,18,174.1185494,61.10492502,20.15517862
Male,32,180.0619208,64.23820503,19.81299621
Male,33,165.0328678,45.80965422,16.81963771
Male,32,171.5764158,52.16670593,17.72061328
Female,27,175.9136182,66.95168531,21.63530926
Female,35,173.8024464,64.37854651,21.31228001
Male,24,169.7709076,58.38845103,20.25820352
Female,27,175.5780334,56.15999708,18.21743516
Male,18,167.4927308,57.4594485,20.48189064
Male,25,175.6549192,62.30884989,20.19433787
Female,33,169.2435528,59.01985161,20.60508273
Male,19,177.152046,55.41551592,17.6579203
Male,28,173.18228,56.86574145,18.96026123
Male,24,160.906333,49.39897601,19.07972839
Male,27,167.4351998,54.56493951,19.46348771
Male,35,173.5842604,53.40719034,17.72472725
Female,18,175.7155998,66.90786828,21.66990818
Male,29,166.9566384,56.26255431,20.1842482
Female,22,165.7546596,62.47994493,22.74100548
Male,29,170.0759616,53.14342638,18.37232833
Female,31,171.3658244,46.62385253,15.87670019
Male,23,163.906962,49.57174934,18.45185189
Male,20,173.2857596,48.26218281,16.07243685
Female,18,177.1406922,67.75413557,21.59233703
Female,31,169.7348142,52.23782921,18.13191936
Female,27,169.587418,48.37462836,16.82019018
Female,24,169.1840914,47.35644956,16.54476506
Male,29,168.2030418,48.38755574,17.10277217
Female,33,170.0838102,57.34623184,19.8234596
Female,22,178.9519662,65.56396481,20.47353221
Male,20,182.1873674,57.8839656,17.4390279
Female,31,175.5756204,61.97051534,20.10283004
Male,33,174.3638626,56.90298138,18.71641109
Female,27,167.049958,51.09922165,18.31142151
Female,24,177.6152912,62.37271569,19.77126539
Male,23,170.0533556,59.73162876,20.65544051
Female,20,175.2542596,64.90153851,21.13091698
Female,29,181.1355026,57.92138697,17.65356042
Female,29,167.341423,59.60571152,21.28538342
Male,25,173.7240874,53.43191113,17.70439729
Female,35,176.705006,60.65409956,19.42508689
Male,26,177.3663458,57.722396,18.34857871
Female,28,172.5999088,50.45258036,16.93568532
Male,20,175.2181408,60.52146915,19.7129601
Female,25,166.6213838,50.61061195,18.22974656
Male,29,169.1149018,66.65049997,23.30452055
Female,34,171.969684,60.71596956,20.53050654
Male,25,177.7783338,65.68765945,20.78388071
Male,35,177.6843284,55.0505555,17.43668701
Female,25,175.6083102,58.52108144,18.97678913
Female,27,171.0952636,55.99389155,19.12780756
Female,20,163.8527838,47.4791463,17.68462151
Female,26,164.1873272,51.06039414,18.94110943
Male,19,175.801147,61.23356381,19.81283598
Female,35,178.8410952,64.26356085,20.09234659
Male,26,173.7279228,59.26057308,19.63482838
Male,24,177.6840998,68.16186975,21.58961406
Female,22,171.9685156,58.77023973,19.87284722
Male,18,178.341401,64.92163266,20.41200196
Female,32,181.7593774,63.87102201,19.33351097
Male,31,167.0010376,53.58114302,19.21206961
Female,26,167.4448772,52.39935346,18.68885585
Male,19,173.7322154,63.08585362,20.90122714
Male,23,170.5190138,53.39775562,18.3644487
Female,28,175.4218996,51.44744451,16.71847672
Female,26,176.0571028,48.96080578,15.79581256
Female,21,173.7421976,59.29881092,19.64426936
Male,32,168.0616654,49.76216742,17.61823826
Male,18,174.566834,60.81544237,19.95680049
Female,19,172.377354,45.6551153,15.36489301
Male,18,165.4482086,47.05503743,17.19026222
Male,28,173.712632,58.51196423,19.39020466
Male,32,175.511206,63.91225355,20.74793825
Female,26,179.8022566,52.63154739,16.28007417
Female,23,169.7383956,47.10860669,16.35085964
Male,33,174.0387426,61.2474891,20.22073472
Male,25,161.0973664,52.23882712,20.12876143
Male,28,174.4251782,62.79423908,20.63963287
Female,19,174.4895672,64.20899368,21.08907101
Male,19,174.6231966,59.95665593,19.66228789
Male,20,172.2150734,67.66904164,22.81645769
Female,21,169.3183558,60.42784769,21.07800763
Male,23,166.7626078,56.72589892,20.39785722
Male,19,170.9988706,55.8354971,19.09520914
Female,25,166.7444976,61.27538503,22.03857664
Female,34,168.068879,52.4692974,18.57509991
Male,27,174.864649,58.84530927,19.24457503
Female,27,178.77663,60.05059491,18.78868295
Male,35,162.9449116,54.91361596,20.68230568
Female,31,167.4642574,54.96065349,19.59783733
Female,35,168.7306506,56.58328948,19.87470751
Female,22,170.42511,58.44537687,20.12257311
Male,26,171.8903852,53.8201862,18.21556065
Female,24,171.0032902,61.38365753,20.99154216
Male,23,179.11826,58.69090642,18.29328118
Male,25,168.3705802,56.64783567,19.98257359
Male,30,169.9234346,59.60507649,20.64320905
Female,28,174.2598242,58.95308281,19.41388684
Male,35,166.7376142,50.49213362,18.16172407
Male,33,171.6426336,52.81021743,17.92537017
Male,19,170.8715404,53.17417994,18.2121764
Female,34,174.2135962,65.0630174,21.43732665
Male,21,175.7680762,59.65583347,19.30960703
Female,20,176.647983,52.19097312,16.72547826
Male,27,170.0848262,50.26447561,17.37522877
Male,32,163.1261152,56.58465025,21.2643526
Female,25,165.3971292,58.63098687,21.43244837
Female,26,171.1059824,55.94866839,19.10996461
Female,34,171.4428372,56.65786006,19.27622529
Male,26,173.5081112,64.74182864,21.50532025
Female,25,179.8350988,58.04603415,17.94833446
Male,28,170.0143666,60.35391213,20.88020216
